serotype,total_inv_var,pooled_logRR,se_logRR,lci_logRR,uci_logRR,Comparison
4,2690.8604477108215,0.055652966548914815,0.01927766426454864,0.017868744590399478,0.09343718850743016,PCV13 vs PCV7
6B,3889.6392619372186,2.4966681579842394e-4,0.01603412767228274,-0.03117722342187574,0.03167655705347259,PCV13 vs PCV7
9V,3814.8909491123904,0.04653248736333393,0.01619045060669527,0.014799204174211204,0.07826577055245665,PCV13 vs PCV7
14,3303.773954309476,0.04612960582123051,0.017397820168756052,0.01202987829046865,0.08022933335199237,PCV13 vs PCV7
18C,3455.1666002546704,0.05074022612176803,0.01701239679334483,0.017395928406812165,0.0840845238367239,PCV13 vs PCV7
19F,2784.594677607659,-0.059087244144488696,0.01895042724015533,-0.09623008153519313,-0.02194440675378425,PCV13 vs PCV7
23F,2253.8692732548407,0.0646432582925899,0.021063747426535575,0.02335831333658018,0.10592820324859964,PCV13 vs PCV7
1,15.685024730645972,-1.4623584929519544,0.2524976823365257,-1.9572539503315447,-0.9674630355723641,PCV13 vs PCV7
3,108.23781922396013,-0.7065156428771988,0.09611927430474,-0.8949094205144892,-0.5181218652399084,PCV13 vs PCV7
5,118.71081846013281,-0.5155827006483891,0.09178143643115441,-0.6954743160534518,-0.3356910852433264,PCV13 vs PCV7
6A,421.3031927531296,-0.38658984670252683,0.0487194778186308,-0.4820800232270432,-0.29109967017801047,PCV13 vs PCV7
7F,25.584341981809416,-1.3191092601258452,0.19770282461840485,-1.7066067963779186,-0.9316117238737717,PCV13 vs PCV7
19A,756.6925105508345,-0.30076971349980514,0.03635300215902142,-0.37202159773148713,-0.22951782926812314,PCV13 vs PCV7
6B,814.2717032001544,-0.06368943013820605,0.03504413369895071,-0.13237593218814944,0.004997071911737344,PCV13 vs PCV10
9V,1317.7537537701635,-0.029567411578191205,0.02754754295832875,-0.08356059577651556,0.024425772620133145,PCV13 vs PCV10
14,690.4392507017158,-0.03063201228757828,0.03805723778075765,-0.10522419833786327,0.04396017376270671,PCV13 vs PCV10
19F,669.310857247948,-0.08666543791693337,0.03865325439215059,-0.16242581652554852,-0.010905059308318227,PCV13 vs PCV10
23F,882.7346794846708,-0.0011130398027603405,0.033657736461674935,-0.0670822032676432,0.06485612366212253,PCV13 vs PCV10
1,509.80518959877514,0.0945744984986292,0.044289203906096385,0.007767658842680283,0.18138133815457813,PCV13 vs PCV10
5,609.9123824351566,-0.07912739302747163,0.040491724634941585,-0.1584911733119571,2.363872570138731e-4,PCV13 vs PCV10
6A,1044.7750019448079,-0.03687960542225044,0.030937742013154,-0.09751757976803227,0.0237583689235314,PCV13 vs PCV10
7F,1685.1703204095452,0.014994578915786148,0.024360045726697654,-0.03275111070854125,0.06274026854011355,PCV13 vs PCV10
19A,783.1477824714975,-0.08912575755327978,0.03573371248488908,-0.15916383402366238,-0.019087681082897184,PCV13 vs PCV10
4,2221.360930887864,0.015560516539892998,0.021217315549334155,-0.026025421936801945,0.05714645501658794,PCV14 vs PCV13
