serotype,vaccine,median,lci,uci,in_pcv7
4,PCV13,0.5705783353150853,0.5406035970919435,0.5982990771450023,TRUE
4,PCV14,0.5672291609087209,0.5267773989146615,0.6048838121626248,TRUE
4,PCV15,0.5599724731105264,0.52589086314863,0.5915193421021452,TRUE
4,PCV20,0.5172136108110664,0.46352146021591045,0.5649867205603488,TRUE
6B,PCV10,0.6352358843032124,0.5864515701095516,0.6785959926051757,TRUE
6B,PCV13,0.6000838735062687,0.5801158393865231,0.6189846241873497,TRUE
6B,PCV14,0.5963661113097336,0.5573255540155028,0.6328364031137332,TRUE
6B,PCV15,0.5858411150019965,0.5613024155568016,0.6091451532803637,TRUE
6B,PCV20,0.5296352263247689,0.4806976927037808,0.574541529421253,TRUE
9V,PCV10,0.59607013350859,0.5582623184838297,0.6312594827270575,TRUE
9V,PCV13,0.5846825435842783,0.5645171645708753,0.604086659868601,TRUE
9V,PCV14,0.5863790034801697,0.5524757814271023,0.6176721398949273,TRUE
9V,PCV15,0.5772374288723192,0.5539864861126134,0.5994415788737483,TRUE
9V,PCV20,0.539578042619957,0.4996351266530039,0.5766976850290462,TRUE
14,PCV10,0.5914175004880668,0.5390791910835667,0.6387172086275961,TRUE
14,PCV13,0.5747956311053044,0.5514447882120718,0.596479802310271,TRUE
14,PCV14,0.5644252387134667,0.5240309281362073,0.6004840769564348,TRUE
14,PCV15,0.5411048195958994,0.5106308605949686,0.5692117647997305,TRUE
14,PCV20,0.5440589762192619,0.5099719354281671,0.5753474146239603,TRUE
18C,PCV13,0.5800504320555115,0.5584924222199132,0.6010363156271267,TRUE
18C,PCV14,0.5857158910023555,0.5496532345515301,0.6186887276860755,TRUE
18C,PCV15,0.5761795003201168,0.5523272515259061,0.5989230400757373,TRUE
18C,PCV20,0.5273588982664222,0.4829557467377315,0.5686473421351694,TRUE
19F,PCV10,0.6679656928155792,0.6160737057671696,0.7130846767617438,TRUE
19F,PCV13,0.6255183309561063,0.6041252236289146,0.6457692404618405,TRUE
19F,PCV14,0.6431329870165355,0.6080761094492302,0.6751141399830992,TRUE
19F,PCV15,0.6164780898276039,0.5927498417485457,0.6389041831331256,TRUE
19F,PCV20,0.5984440051853728,0.5686894829817967,0.6264643106948417,TRUE
23F,PCV10,0.565782765205599,0.5096824477396,0.6166345056752294,TRUE
23F,PCV13,0.5660905518045769,0.5327375805092379,0.5968533041004936,TRUE
23F,PCV14,0.5626207662496332,0.5123480693032483,0.6062466235912246,TRUE
23F,PCV15,0.5473038778285793,0.5090830425395565,0.5828263701930461,TRUE
23F,PCV20,0.46393967584040974,0.3793278863230449,0.5363772529493794,TRUE
1,PCV10,-0.15855792123958323,-0.4236229820854606,0.058990287971910575,FALSE
1,PCV13,0,0,0,FALSE
1,PCV14,-7.003238222590413e-4,-0.08447463113232,0.07777672192930699,FALSE
1,PCV15,-0.04889062273225653,-0.09273899900443074,-0.006650576085853967,FALSE
1,PCV20,-0.1257465777228548,-0.2338152322444739,-0.02587738566495109,FALSE
3,PCV13,0,0,0,FALSE
3,PCV14,0.03683223933307861,-0.04860182079663729,0.11637661558062343,FALSE
3,PCV15,0.04304082116973029,-0.009215889786755053,0.09221162616445801,FALSE
3,PCV20,-0.08555543896906159,-0.19684129276128584,0.014788444983675176,FALSE
5,PCV10,0.0820082224367571,-0.07722086685208512,0.21632879483433168,FALSE
5,PCV13,0,0,0,FALSE
5,PCV14,0.009203865756964413,-0.09155638081579892,0.1039291644770261,FALSE
5,PCV15,-0.07851958920570479,-0.1386512408827919,-0.021133471383806668,FALSE
5,PCV20,-0.13237592632067507,-0.24613251163454586,-0.026441726866201325,FALSE
6A,PCV10,0.05263617515116492,-0.04832704830632897,0.14296008886147935,FALSE
6A,PCV13,0,0,0,FALSE
6A,PCV15,-0.13418663354739535,-0.18275420032082465,-0.08704759917029478,FALSE
6A,PCV20,-0.14053995792012197,-0.21107381029678207,-0.0753296258800721,FALSE
7F,PCV10,-0.022045741647858552,-0.1116355523955138,0.05934965498642061,FALSE
7F,PCV13,0,0,0,FALSE
7F,PCV14,0.014753351132900439,-0.06072616202107867,0.08478110081548686,FALSE
7F,PCV15,-0.12268451388574486,-0.18813473005015502,-0.05958637306024882,FALSE
7F,PCV20,-0.15359081112902095,-0.2645270868145012,-0.05207843700768178,FALSE
19A,PCV10,0.12645831688778242,-0.02569376415204363,0.2576722175746862,FALSE
19A,PCV13,0,0,0,FALSE
19A,PCV14,0.017944421832747248,-0.05871912226935081,0.0890108937595621,FALSE
19A,PCV15,-0.04244763905795956,-0.06905481679340063,-0.016760724561506415,FALSE
19A,PCV20,-0.06191024957048852,-0.11078413253941075,-0.015920483983542653,FALSE
