serotype,total_inv_var,pooled_logRR,se_logRR,lci_logRR,uci_logRR,Comparison
4,844.9879547842517,0.07096808169318826,0.034401290998487176,0.0035415513361534007,0.13839461205022313,PCV13 vs PCV7
6B,1644.9296205463359,1.9647033053201286e-4,0.02465621108568986,-0.04812970339742011,0.04852264405848414,PCV13 vs PCV7
9V,1689.0588575355625,0.03760386916507332,0.02433198882288836,-0.010086828927787866,0.08529456725793451,PCV13 vs PCV7
14,1402.2299381702583,0.06203668142814597,0.02670486472589651,0.009695146565388814,0.11437821629090314,PCV13 vs PCV7
18C,1520.6653709322054,0.04837173998261573,0.0256438466957738,-0.0018901995411009231,0.09863367950633238,PCV13 vs PCV7
19F,1233.346698853718,-0.06580432164324901,0.02847458558475483,-0.12161450938936848,-0.00999413389712954,PCV13 vs PCV7
23F,720.1762971664098,0.08182316937702092,0.03726323781864474,0.00878722325247723,0.15485911550156461,PCV13 vs PCV7
1,12.721481492309058,-0.71043814216746,0.28036975025612265,-1.2599628526694604,-0.16091343166545968,PCV13 vs PCV7
3,32.370306045525325,-0.18991667572596435,0.1757626521781505,-0.5344114739951393,0.15457812254321066,PCV13 vs PCV7
5,27.869178459028095,-0.5521111530173679,0.1894252707718032,-0.9233846837301022,-0.18083762230463363,PCV13 vs PCV7
6A,122.32386787342827,-0.5156887843893402,0.09041581420109913,-0.6929037802234945,-0.3384737885551859,PCV13 vs PCV7
7F,7.5685508476392105,-0.8839929165456513,0.363490975950923,-1.5964352294094604,-0.17155060368184216,PCV13 vs PCV7
19A,188.6290702468377,-0.4017264427089421,0.07281078073794411,-0.5444355729553125,-0.25901731246257165,PCV13 vs PCV7
6B,284.36417097547746,-0.09219951642497604,0.05930107443865148,-0.20842962232473294,0.02403058947478086,PCV13 vs PCV10
9V,650.0091518693813,-0.02800121057160787,0.039222950902975354,-0.10487819434143957,0.048875773198223824,PCV13 vs PCV10
14,315.3257468796455,-0.0410069952126646,0.056314506609321135,-0.151383428166934,0.06936943774160483,PCV13 vs PCV10
19F,214.24968240871442,-0.12031862663979442,0.06831874920433215,-0.2542233750802854,0.013586121800696571,PCV13 vs PCV10
23F,382.829828313574,0,0.05110896846894528,-0.10017357819913275,0.10017357819913275,PCV13 vs PCV10
1,90.37050106028502,0.1473494074956445,0.10519295493490544,-0.05882878417677015,0.3535275991680592,PCV13 vs PCV10
5,151.68515852324964,-0.08607603636011474,0.0811948446315017,-0.24521793183785806,0.07306585911762858,PCV13 vs PCV10
6A,385.3900051111068,-0.053826510766894486,0.05093892510153799,-0.15366680396590893,0.04601378243211997,PCV13 vs PCV10
7F,549.9768645696494,0.02192011928593418,0.04264104011583866,-0.0616563193411096,0.10549655791297796,PCV13 vs PCV10
19A,148.58735048805693,-0.1355208218636541,0.08203686971978963,-0.29631308651444177,0.025271442787133558,PCV13 vs PCV10
4,1080.9682522397054,0.008204621997709891,0.030415399870031744,-0.051409561747552325,0.06781880574297211,PCV14 vs PCV13
6B,589.625572599856,0.008538562940545353,0.04118241820251118,-0.07217897673637656,0.08925610261746726,PCV14 vs PCV13
9V,1010.2512791359773,-0.0038957014159578837,0.0314619252943249,-0.06556107499283469,0.05776967216091892,PCV14 vs PCV13
14,810.482159923542,0.024617269403273682,0.03512596547520366,-0.044229622928125496,0.09346416173467287,PCV14 vs PCV13
18C,898.2370884424652,-0.013693600031193074,0.03336602788283868,-0.07909101468155688,0.05170381461917073,PCV14 vs PCV13
19F,669.969130644829,-0.04816374306285104,0.03863426048554119,-0.12388689361451176,0.02755940748880968,PCV14 vs PCV13
23F,629.1480912758889,0.008407282585711526,0.03986791818166932,-0.06973383705036035,0.0865484022217834,PCV14 vs PCV13
1,593.4769925706512,4.368395647011633e-4,0.04104857227598889,-0.08001836209623706,0.0808920412256394,PCV14 vs PCV13
3,516.6959227385883,-0.03748293843178127,0.04399288898294971,-0.1237090008383627,0.04874312397480016,PCV14 vs PCV13
5,395.3176261422272,-0.009844697927577535,0.050295242980849454,-0.10842337417004247,0.08873397831488739,PCV14 vs PCV13
7F,712.8761240657109,-0.01502716648550601,0.03745354802669434,-0.08843612061782691,0.05838178764681489,PCV14 vs PCV13
19A,677.1842999768728,-0.01775151000492384,0.038427891837067865,-0.09307017800557685,0.057567157995729173,PCV14 vs PCV13
4,3445.9408830349244,0.024462544805027676,0.01703515496844078,-0.00892635893311625,0.057851448543171605,PCV15 vs PCV13
6B,4298.25455270058,0.03464025460321633,0.015252953071400772,0.00474446658327082,0.06453604262316184,PCV15 vs PCV13
9V,6483.564415155163,0.01759835639245813,0.012419184670964091,-0.006743245562631488,0.041939958347547754,PCV15 vs PCV13
14,2960.439711726261,0.07626369940005547,0.01837900049120881,0.0402408584372862,0.11228654036282473,PCV15 vs PCV13
18C,7656.190656964791,0.009181162737932421,0.011428615719840603,-0.013218924072955161,0.03158124954882,PCV15 vs PCV13
19F,7926.8887480782705,0.023689777105021907,0.011231780782782388,0.0016754867707684286,0.04570406743927538,PCV15 vs PCV13
23F,2919.441689612628,0.04232962271773109,0.018507599686296252,0.006054727332590437,0.07860451810287174,PCV15 vs PCV13
1,2258.8106612215493,0.04772756243963069,0.02104069522123503,0.006487799806010032,0.08896732507325134,PCV15 vs PCV13
3,1417.127154939874,-0.04372560236678194,0.026564129574576108,-0.09579129633295111,0.008340091599387228,PCV15 vs PCV13
5,1296.7843244364556,0.07506169477807084,0.027769376193654213,0.020633717438508586,0.1294896721176331,PCV15 vs PCV13
6A,2180.085638586254,0.12595413071605,0.02141722617350268,0.08397636741598474,0.16793189401611525,PCV15 vs PCV13
7F,1162.7499884246022,0.11568798606734669,0.029326269957417026,0.05820849695080932,0.17316747518388406,PCV15 vs PCV13
19A,6132.345411734282,0.041704690031870266,0.012769876451447901,0.01667573218703238,0.06673364787670816,PCV15 vs PCV13
4,592.1138601901804,0.117560783602084,0.04109579501040262,0.03701302538169486,0.19810854182247312,PCV20 vs PCV13
6B,500.7808856013603,0.16204717148067674,0.044686478136526875,0.07446167433308407,0.2496326686282694,PCV20 vs PCV13
9V,822.7451145501417,0.10262428493746839,0.03486320775433612,0.034292397738969596,0.1709561721359672,PCV20 vs PCV13
14,1678.7545695894466,0.0694524254049353,0.024406550125886977,0.02161558715819683,0.11728926365167378,PCV20 vs PCV13
18C,678.2066579109409,0.11785411503201126,0.03839891698362727,0.04259223774410181,0.19311599231992072,PCV20 vs PCV13
19F,1902.8561888462225,0.06980264839421942,0.022924349260155807,0.02487092384431404,0.1147343729441248,PCV20 vs PCV13
23F,238.27463463061213,0.21209574482560803,0.0647830057013687,0.08512105365092537,0.3390704360002907,PCV20 vs PCV13
1,461.9967740116422,0.11848238550411568,0.04652437295211781,0.027294614517964777,0.20967015649026657,PCV20 vs PCV13
3,413.08112626899384,0.082017237176891,0.04920195095773993,-0.014418586700279262,0.17845306105406125,PCV20 vs PCV13
5,412.366444000036,0.12407690537551198,0.04924456904640318,0.027557550044561743,0.2205962607064622,PCV20 vs PCV13
6A,1103.4493557010821,0.13229547162235566,0.03010397171704918,0.07329168705693928,0.19129925618777205,PCV20 vs PCV13
7F,458.2970863361834,0.14253136479125886,0.04671178377191344,0.050976268598308505,0.2340864609842092,PCV20 vs PCV13
19A,1928.7014917743045,0.05988792111709811,0.022770233900749257,0.015258262671629566,0.10451757956256666,PCV20 vs PCV13
