st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
10,5,NCT00688870,-0.4556442330068715,-0.8512014734191451,-0.08898975174884048,0.18282613535243303,PCV13 vs PCV7
10,5,NCT00689351,-0.5588222273271515,-1.0219985884871918,-0.1095805470374022,0.22106461511111272,PCV13 vs PCV7
10,5,NCT00366899,-0.5415440236734881,-1.0067267204345702,-0.1048912776946705,0.2131709469897542,PCV13 vs PCV7
10,5,NCT00452790,-0.5018095929465085,-0.9268216911923003,-0.09780901219995686,0.19868849705605526,PCV13 vs PCV7
10,5,NCT00366678,-0.5482587818543174,-1.0014298471084522,-0.10532983083962678,0.21825147120095167,PCV13 vs PCV7
11,6A,NCT00688870,-0.31314170828081567,-0.5077633528783505,-0.13489909149209212,0.09375485227017077,PCV13 vs PCV7
11,6A,NCT00689351,-0.3961492228044059,-0.6273553152369211,-0.17757052427101813,0.11269475297871123,PCV13 vs PCV7
11,6A,NCT00366899,-0.4457448677834934,-0.6732374810944103,-0.19796180367075045,0.11980978242959169,PCV13 vs PCV7
11,6A,NCT00452790,-0.4178723722063764,-0.6447822471733993,-0.18410387808590903,0.11466442929547585,PCV13 vs PCV7
11,6A,NCT00366678,-0.3998656233601803,-0.615301367536252,-0.17866047353847833,0.10971471486050201,PCV13 vs PCV7
12,7F,NCT00688870,-1.3763941401598108,-2.3924791706105055,-0.556685911603416,0.449706249607937,PCV13 vs PCV7
12,7F,NCT00689351,-1.4146812656254872,-2.4637372097341377,-0.5703408924151222,0.46469108694309263,PCV13 vs PCV7
12,7F,NCT00366899,-1.4057507011234343,-2.4280937984931197,-0.5663801930139372,0.4559642529765641,PCV13 vs PCV7
12,7F,NCT00452790,-1.3120348393360395,-2.2717316607539826,-0.5294562357098963,0.42640239231972965,PCV13 vs PCV7
12,7F,NCT00366678,-1.1254391160285557,-2.0693620756275224,-0.4487948493859464,0.4188997535777522,PCV13 vs PCV7
13,19A,NCT00688870,-0.42516281112495036,-0.6437649943577701,-0.21473095310321347,0.1105947526945839,PCV13 vs PCV7
13,19A,NCT00689351,-0.4109439244262665,-0.6281031036481989,-0.20393741493978623,0.10815874031382863,PCV13 vs PCV7
13,19A,NCT00366899,-0.23815017785371628,-0.363043384536144,-0.11583864042074063,0.06300321555717864,PCV13 vs PCV7
13,19A,NCT00452790,-0.3927868839530795,-0.5877951377600472,-0.19256213232692712,0.10061167662452428,PCV13 vs PCV7
13,19A,NCT00366678,-0.2467239849488274,-0.3713429401436717,-0.12101720885326539,0.06472020514695198,PCV13 vs PCV7
2,6B,NCT03896477,-0.06368943013820605,-0.1474260255315864,-0.010023721225915742,0.03504413369895071,PCV13 vs PCV10
3,9V,NCT03896477,-0.029567411578191205,-0.09242356215274068,0.014901012038631596,0.02754754295832875,PCV13 vs PCV10
4,14,NCT03896477,-0.03063201228757828,-0.11546992189713431,0.03666267408210803,0.03805723778075765,PCV13 vs PCV10
6,19F,NCT03896477,-0.08666543791693337,-0.17673592294302967,-0.024695164462746107,0.03865325439215059,PCV13 vs PCV10
7,23F,NCT03896477,-0.0011130398027603405,-0.07019098139076625,0.06535903140883041,0.033657736461674935,PCV13 vs PCV10
8,1,NCT03896477,0.0945744984986292,0.005933089420426142,0.1849391785286578,0.044289203906096385,PCV13 vs PCV10
10,5,NCT03896477,-0.07912739302747163,-0.17231019674346998,-0.012844193072096954,0.040491724634941585,PCV13 vs PCV10
11,6A,NCT03896477,-0.03687960542225044,-0.10288058045460662,0.017690263422531306,0.030937742013154,PCV13 vs PCV10
12,7F,NCT03896477,0.01499457891578615,-0.028675731352450072,0.06867766437412524,0.024360045726697654,PCV13 vs PCV10
13,19A,NCT03896477,-0.08912575755327978,-0.17133098044373973,-0.030799583936245645,0.03573371248488908,PCV13 vs PCV10
1,4,CTRI/2022/11/047366,0.03310845862759404,-0.02891973730057773,0.12045422874918225,0.03829289974715594,PCV14 vs PCV13
1,4,CTRI/2023/09/057894,0.007786598262373712,-0.04048097658360023,0.06401563159384693,0.025487377059212304,PCV14 vs PCV13
2,6B,CTRI/2022/11/047366,0.051649646414344996,-0.03119726589313123,0.16088517748192108,0.048107070783154,PCV14 vs PCV13
2,6B,CTRI/2023/09/057894,-0.018902698904068593,-0.09493001918057802,0.046070345834681635,0.03516080792605786,PCV14 vs PCV13
3,9V,CTRI/2022/11/047366,0.020797506242231645,-0.04618668186893284,0.11122546119008717,0.03942583170749182,PCV14 vs PCV13
3,9V,CTRI/2023/09/057894,-0.019956608918645813,-0.09127004905640267,0.03318208498576834,0.031304379223026285,PCV14 vs PCV13
4,14,CTRI/2022/11/047366,0.015561709634431153,-0.047571156847416134,0.0874523794166697,0.03426259127746227,PCV14 vs PCV13
4,14,CTRI/2023/09/057894,0.021482133706205442,-0.03738202678196967,0.08846672781483998,0.03176701822916002,PCV14 vs PCV13
5,18C,CTRI/2022/11/047366,-0.03804163887456635,-0.1397560017126086,0.03351582499202849,0.04356144050152269,PCV14 vs PCV13
5,18C,CTRI/2023/09/057894,-0.024037065149952852,-0.09766304237448131,0.03223066775474181,0.03274260919614442,PCV14 vs PCV13
6,19F,CTRI/2022/11/047366,-0.031163945945333893,-0.11703126897521454,0.036972929843234685,0.03951728821412942,PCV14 vs PCV13
6,19F,CTRI/2023/09/057894,-0.04275200831814541,-0.12488321426756742,0.01415981971235017,0.03555207723893092,PCV14 vs PCV13
7,23F,CTRI/2022/11/047366,0.030575308012820823,-0.05375464371406075,0.13701071910587703,0.047350937447276815,PCV14 vs PCV13
7,23F,CTRI/2023/09/057894,0.0038314024368100164,-0.06973106949693811,0.08502439466458404,0.037765698252415957,PCV14 vs PCV13
8,1,CTRI/2022/11/047366,0.05385248856148506,-0.004091947370330825,0.13581498792909533,0.03639107776643387,PCV14 vs PCV13
8,1,CTRI/2023/09/057894,-0.03957376442319127,-0.10658422892038559,0.009795928202193507,0.030430286382117814,PCV14 vs PCV13
9,3,CTRI/2022/11/047366,-0.04988356065281563,-0.11681932657376119,-0.004183018862956752,0.02901528337725582,PCV14 vs PCV13
9,3,CTRI/2023/09/057894,-0.07466729292374863,-0.1436979393566423,-0.02321851180101163,0.03098004633935881,PCV14 vs PCV13
10,5,CTRI/2022/11/047366,0.04544506201748799,-0.020757433395880074,0.1424053586533734,0.04161411173434249,PCV14 vs PCV13
10,5,CTRI/2023/09/057894,-0.07067102237463496,-0.16742443854986536,-0.0051252479678853815,0.04164620286761541,PCV14 vs PCV13
12,7F,CTRI/2022/11/047366,0.015257907642393764,-0.054253840971685945,0.09922863020400795,0.037945655543737675,PCV14 vs PCV13
12,7F,CTRI/2023/09/057894,-0.02930521057478952,-0.09500881124651088,0.014947640247322626,0.02750018688476963,PCV14 vs PCV13
13,19A,CTRI/2022/11/047366,0.015062955580739334,-0.05272633996603203,0.09393938313507046,0.036269785488279103,PCV14 vs PCV13
13,19A,CTRI/2023/09/057894,-0.03377197042543578,-0.10069892473378707,0.020263169563224256,0.029725720321351623,PCV14 vs PCV13
1,4,NCT01215188,0.03714532426364148,-0.004038624456546968,0.10406796596159139,0.028024709688248748,PCV15 vs PCV13
1,4,NCT02037984,0.01062194359648938,-0.11513855309088901,0.1594330728373301,0.06976457703928414,PCV15 vs PCV13
1,4,NCT02531373,-0.06301599425933935,-0.1945563402497883,0.01810030976769997,0.054635842971501675,PCV15 vs PCV13
1,4,NCT03620162,0.02897522141712372,-0.02764531383180455,0.11470483760637368,0.0357815414759466,PCV15 vs PCV13
1,4,NCT03692871,0.005940910097935959,-0.12632456838124803,0.15052396893342665,0.06691357917059328,PCV15 vs PCV13
1,4,NCT03885934,0.14637561996737647,0.03480042515080748,0.320040262799048,0.07329633309076077,PCV15 vs PCV13
1,4,NCT03893448,0.06883011390130545,0.020391356565714204,0.14390589574479495,0.03074828770161201,PCV15 vs PCV13
1,4,NCT04016714,0.09272059843498459,0.028517243895465772,0.1912821760792236,0.04038816051624542,PCV15 vs PCV13
1,4,NCT04384107,0.02218602050160534,-0.022324622394082592,0.0884783022037471,0.027925636047490886,PCV15 vs PCV13
1,4,NCT02987972_lot1,0.0303166994430919,-0.011244359209051024,0.09117509278110697,0.026444605388129462,PCV15 vs PCV13
1,4,NCT02987972_lot2,0.054398043183635725,0.008987506306961459,0.13322105240115656,0.0317899264702126,PCV15 vs PCV13
2,6B,NCT01215188,0.013410389722981364,-0.034722475475173153,0.06938474287515958,0.02625620950615821,PCV15 vs PCV13
2,6B,NCT02037984,0.12115256032195187,-0.004920509991366749,0.30206482541221913,0.07948647901097729,PCV15 vs PCV13
2,6B,NCT02531373,-0.027105867521308724,-0.24251055676596456,0.1683309458772696,0.10122946257148392,PCV15 vs PCV13
2,6B,NCT03620162,0.012948033584799123,-0.042912306121852484,0.07846278541033243,0.02998602052071937,PCV15 vs PCV13
2,6B,NCT03692871,0.004050149043385964,-0.14035191471847652,0.15663636123610497,0.07414168011250494,PCV15 vs PCV13
2,6B,NCT03885934,0.0852489020949494,-0.00965640589975334,0.23087427449699216,0.060541427847820246,PCV15 vs PCV13
2,6B,NCT03893448,0.0840316746245966,0.0325778118609682,0.1574870037542574,0.03133882137581823,PCV15 vs PCV13
2,6B,NCT04016714,0.032304622425530116,-2.2928874001457004e-6,0.08264184649794398,0.02101289481950796,PCV15 vs PCV13
2,6B,NCT04384107,0.08510810073037511,0.024291198121580804,0.17937973736342994,0.03856357055645322,PCV15 vs PCV13
2,6B,NCT02987972_lot1,-0.016955564284891533,-0.06755730749874159,0.021225545769511266,0.022821018256073224,PCV15 vs PCV13
2,6B,NCT02987972_lot2,0.05100892641392063,0.009354342065468434,0.11560534846167245,0.027411139777438975,PCV15 vs PCV13
3,9V,NCT01215188,0.0361907463699116,0.0010879920920934486,0.08897401454246717,0.0225356731891874,PCV15 vs PCV13
3,9V,NCT02037984,0.01583687704000125,-0.08890976155028682,0.13291772833493964,0.05603573083075465,PCV15 vs PCV13
3,9V,NCT02531373,-0.024815897764395523,-0.13693884509298734,0.07135555208005961,0.05195820509380284,PCV15 vs PCV13
