serotype,total_inv_var,pooled_logRR,se_logRR,lci_logRR,uci_logRR,Comparison
19A,311.08685149274544,0.017729845498529295,0.05669688153061729,-0.09339604230148059,0.12885573329853917,PCV14 vs PCV13
4,3456.343677212043,0.025060821657025015,0.017009499713755323,-0.008277797781935416,0.058399441095985445,PCV15 vs PCV13
6B,4344.452390211192,0.033631073271621674,0.015171638248656253,0.0038946623042554196,0.06336748423898793,PCV15 vs PCV13
9V,6309.88553997586,0.018249088964692014,0.012588942773622207,-0.006425238871607512,0.04292341680099154,PCV15 vs PCV13
14,2898.7932251534503,0.07634665928124756,0.018573398687120154,0.03994279785449206,0.11275052070800307,PCV15 vs PCV13
18C,7618.259884359285,0.009234975507123036,0.011457031524962639,-0.013220806281803736,0.03169075729604981,PCV15 vs PCV13
19F,8064.0635447711165,0.023481800921311923,0.011135841204244958,0.0016555521609918043,0.045308049681632045,PCV15 vs PCV13
23F,2952.8033890626357,0.04182355093756326,0.018402750354854766,0.005754160242047918,0.0778929416330786,PCV15 vs PCV13
1,2311.795716928251,0.04735664642415639,0.02079817713034976,0.006592219248670865,0.08812107359964191,PCV15 vs PCV13
3,1407.290864057367,-0.04445292063678188,0.02665680320852123,-0.09670025492548348,0.0077944136519197335,PCV15 vs PCV13
5,1274.9935341631572,0.07547237434897579,0.028005672692458187,0.020581255871757742,0.13036349282619383,PCV15 vs PCV13
6A,2164.420096662474,0.12584641239051764,0.021494592751484243,0.08371701059760853,0.16797581418342675,PCV15 vs PCV13
7F,1151.714815069887,0.11588416270115169,0.029466430076324913,0.05812995975155486,0.17363836565074853,PCV15 vs PCV13
19A,6093.560154360382,0.042335870386084176,0.01281045185537053,0.01722738474955794,0.06744435602261041,PCV15 vs PCV13
4,604.6910917479239,0.11695147991961584,0.04066616464692048,0.03724579721165169,0.19665716262757998,PCV20 vs PCV13
6B,504.62321632919884,0.16215044612723717,0.044516025890984655,0.07489903538090725,0.24940185687356708,PCV20 vs PCV13
9V,832.5123927629907,0.10226469702586075,0.034658091697955765,0.034334837297867446,0.17019455675385403,PCV20 vs PCV13
14,1718.6902522034134,0.06911246071309728,0.024121326826920354,0.021834660132333386,0.11639026129386117,PCV20 vs PCV13
18C,663.3131878885591,0.11825836391599337,0.03882761225955456,0.04215624388726642,0.19436048394472033,PCV20 vs PCV13
19F,1910.9656962061752,0.06953950433031092,0.022875655861559777,0.02470321884165376,0.11437578981896808,PCV20 vs PCV13
23F,238.87105580340273,0.21138154963923372,0.064702078976286,0.08456547484571314,0.3381976244327543,PCV20 vs PCV13
1,457.78851094985305,0.11892463287454831,0.046737723554775325,0.027318694707188673,0.21053057104190795,PCV20 vs PCV13
3,420.5665488342193,0.08048557653228043,0.048762126485766694,-0.015088191379822286,0.17605934444438315,PCV20 vs PCV13
5,424.8789326000518,0.12410768627147344,0.04851403546194843,0.02902017676605452,0.21919519577689234,PCV20 vs PCV13
6A,1082.0554152408888,0.1333203624123255,0.03040011654592511,0.0737361339823123,0.1929045908423387,PCV20 vs PCV13
7F,461.60958999630975,0.14180893301551403,0.04654388047342161,0.050582927287607674,0.2330349387434204,PCV20 vs PCV13
19A,1938.4511169714035,0.06108081708705634,0.022712899183209973,0.016563534687964787,0.10559809948614789,PCV20 vs PCV13
