st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
13,19A,NCT00688870,-0.028650409650082365,-0.37882919599677756,0.014718909026951933,0.11121568129930018,PCV13 vs PCV7
13,19A,NCT00689351,-0.14665230196387835,-0.795205332143917,0.03362421839531834,0.23959806634693884,PCV13 vs PCV7
13,19A,NCT00452790,0,-0.4935424931796131,0.02992120461705549,0.15522895517655344,PCV13 vs PCV7
2,6B,NCT03896477,0,-0.08054109957434474,0.12986924532696342,0.049383377771220864,PCV13 vs PCV10
3,9V,NCT03896477,0,-0.1821183565497592,0.050520784808983484,0.06053468388510319,PCV13 vs PCV10
4,14,NCT03896477,0.0370104521093193,-0.0062428401557516056,0.23299706626834107,0.06806849999698109,PCV13 vs PCV10
6,19F,NCT03896477,-0.09234425305346394,-0.5036850587990591,0.05036287427508262,0.15392180234072592,PCV13 vs PCV10
7,23F,NCT03896477,0.0723803213793146,0,0.38976580850570697,0.11226279243894861,PCV13 vs PCV10
8,1,NCT03896477,0.008976262217648134,-0.03667707495576233,0.14370489333757033,0.04789118955736234,PCV13 vs PCV10
10,5,NCT03896477,0,-0.3173929702006408,0.03518835059193952,0.10555018095009863,PCV13 vs PCV10
11,6A,NCT03896477,-0.3708211580064438,-0.9162101792717291,0,0.22129679911005645,PCV13 vs PCV10
12,7F,NCT03896477,-0.08099462307585403,-0.403432509404067,0.007193752619979124,0.12343480382477437,PCV13 vs PCV10
13,19A,NCT03896477,-0.08879308987017964,-0.6853663142114811,0.032637748502933474,0.21192394786343918,PCV13 vs PCV10
1,4,CTRI/2020/02/023129,0.04641393165466212,-0.004115237557091399,0.3393803191127794,0.10564508988678849,PCV14 vs PCV13
2,6B,CTRI/2020/02/023129,-0.11103512642271518,-0.3753736229027807,0,0.1098361606731635,PCV14 vs PCV13
3,9V,CTRI/2020/02/023129,0,-0.041140906851318194,0.1046541511406069,0.03675562557451613,PCV14 vs PCV13
4,14,CTRI/2020/02/023129,-0.07479667161227432,-0.34973988897630587,0.008504862459210468,0.09763315738401294,PCV14 vs PCV13
5,18C,CTRI/2020/02/023129,0.10307078358439714,0,0.5874523071863714,0.1779276899492191,PCV14 vs PCV13
6,19F,CTRI/2020/02/023129,0.0024591652359602367,-0.035058100230760385,0.1800625395349827,0.05657922189815533,PCV14 vs PCV13
7,23F,CTRI/2020/02/023129,-0.0058456586230857255,-0.29028196805764106,0.06756425892622629,0.09377517138477831,PCV14 vs PCV13
8,1,CTRI/2020/02/023129,0.10187621970168337,-0.007718088138675471,0.5518298547466043,0.169578415478211,PCV14 vs PCV13
