serotype,total_inv_var,pooled_logRR,se_logRR,lci_logRR,uci_logRR,Comparison
7F,372.9869192144375,-0.03329392816759835,0.05177894523709584,-0.13478066083230622,0.0681928044971095,PCV13 vs PCV10
19A,90.99593919352537,-0.04510362116586575,0.10483082269654767,-0.25057203365109915,0.16036479131936768,PCV13 vs PCV10
4,153.8322054647319,0.04053232729601852,0.08062623253352616,-0.11749508846969275,0.1985597430617298,PCV14 vs PCV13
6B,182.76415888141216,-0.12002662165758915,0.07396980672983619,-0.2650074428480681,0.02495419953288977,PCV14 vs PCV13
9V,872.885844364648,2.645069176070436e-4,0.03384708520768199,-0.06607578008944966,0.06660479392466374,PCV14 vs PCV13
14,478.48041904407074,-0.041345932156849674,0.04571596748166905,-0.130949228420921,0.04825736410722166,PCV14 vs PCV13
18C,68.56729242032968,0.08546496492461264,0.12076511514748926,-0.15123466076446632,0.3221645906136916,PCV14 vs PCV13
19F,1650.1120912055217,0.00159399309844388,0.024617462027947498,-0.046656232476333215,0.049844218673220975,PCV14 vs PCV13
23F,477.34807634078294,-0.017133894652054504,0.045770157999888775,-0.1068434043318365,0.0725756150277275,PCV14 vs PCV13
1,126.22573250282308,0.007362657532310912,0.08900738671111648,-0.16709182042147738,0.1818171354860992,PCV14 vs PCV13
3,1264.8373638161672,0.005733307813829747,0.02811788541805891,-0.049377747605565715,0.06084436323322521,PCV14 vs PCV13
5,891.4376000501533,-8.50277239567987e-5,0.03349303674016823,-0.06573137973468653,0.06556132428677293,PCV14 vs PCV13
7F,652.4719843115557,0.01622240999600466,0.039148855089409525,-0.060509345979238,0.09295416597124732,PCV14 vs PCV13
19A,1504.7860430579633,0.004236533913478002,0.025778795585846684,-0.046289905434781495,0.0547629732617375,PCV14 vs PCV13
4,16328.195766624272,0.0017702682235588671,0.007825838850010747,-0.013568375922462197,0.017108912369579933,PCV15 vs PCV13
6B,3388.450636379602,0.05836133155671998,0.017179060866950195,0.024690372257497595,0.09203229085594236,PCV15 vs PCV13
9V,12274.759752866008,4.64265149773594e-5,0.009025961976933209,-0.017644458959811732,0.017737311989766448,PCV15 vs PCV13
14,4252.177282810286,0.04272037541726139,0.015335372110263654,0.01266304608114463,0.07277770475337815,PCV15 vs PCV13
18C,5948.221746744887,0.010126017261396664,0.0129660121665329,-0.015287366585007818,0.03553940110780115,PCV15 vs PCV13
19F,13146.467676764616,0.003200641102296918,0.008721585868940838,-0.013893667200827124,0.02029494940542096,PCV15 vs PCV13
23F,8551.677404736907,0.009975347505822808,0.01081370070326659,-0.01121950587257971,0.031170200884225327,PCV15 vs PCV13
1,2092.210494728507,0.0037573901229236454,0.021862373616058653,-0.039092862164551316,0.0466076424103986,PCV15 vs PCV13
3,815.7654167830423,0.04346306751327086,0.03501203508243482,-0.02516052124830139,0.1120866562748431,PCV15 vs PCV13
