st,serotype,study_id,logRR,logRR_lci,logRR_uci,sd_logRR,Comparison
2,6B,NCT04530838,0,0,0.3658533678828635,0.12176853198262245,PCV20 vs PCV13
3,9V,NCT03512288,0,-0.018226841585868504,0.09914849969055099,0.03055695870849514,PCV20 vs PCV13
3,9V,NCT04382326,0,-0.03699577943629186,0.13279051458030622,0.04308880214102642,PCV20 vs PCV13
3,9V,NCT04530838,0,-0.05725106663797186,0.20133976830296904,0.06617103121966236,PCV20 vs PCV13
4,14,NCT03512288,0.01433171891164342,-0.024707858991182552,0.1726762899246163,0.0523954207169886,PCV20 vs PCV13
4,14,NCT04382326,0.035703373649900616,0,0.17340226055983968,0.05379858208720187,PCV20 vs PCV13
4,14,NCT04530838,0.02409930105630087,-0.004345969204221434,0.1656342371387898,0.050702171907241425,PCV20 vs PCV13
5,18C,NCT03512288,0.03157032740101684,0,0.30633445003741805,0.09045109214023571,PCV20 vs PCV13
5,18C,NCT04382326,0.024235385934511022,0,0.24814423337771346,0.07735319553794383,PCV20 vs PCV13
5,18C,NCT04530838,0.08597380668322918,0,0.45678201162508975,0.13876870517595916,PCV20 vs PCV13
6,19F,NCT03512288,0,-0.009605752493893458,0.07741123151003185,0.023141710250511233,PCV20 vs PCV13
6,19F,NCT04382326,0,-0.011066101526367266,0.09082220669598663,0.027937712248679396,PCV20 vs PCV13
6,19F,NCT04530838,0,-0.01887592731156974,0.18702971214126315,0.05760934379538836,PCV20 vs PCV13
7,23F,NCT03512288,0,0,0.21640459484661478,0.06508394771896131,PCV20 vs PCV13
7,23F,NCT04382326,0,0,0.24147987170080462,0.07629232365114749,PCV20 vs PCV13
7,23F,NCT04530838,0.0888052861825459,0,0.4453288312879569,0.1323507556040147,PCV20 vs PCV13
8,1,NCT03512288,0,0,0.27168330598349977,0.0837591377171662,PCV20 vs PCV13
8,1,NCT04382326,0,0,0.41352778888428987,0.13393988030556306,PCV20 vs PCV13
8,1,NCT04530838,0.08339238556982576,-0.0020974471284593344,0.5691120097534466,0.17960545672501113,PCV20 vs PCV13
9,3,NCT03512288,0,-0.02214622146268798,0.1016673429343287,0.032379269080698714,PCV20 vs PCV13
9,3,NCT04382326,0,-0.02997776193443844,0.1134301141576851,0.03624217311886178,PCV20 vs PCV13
9,3,NCT04530838,0,-0.06458183608445642,0.22035639823605285,0.07225470698653362,PCV20 vs PCV13
10,5,NCT03512288,0,-0.013085626894062714,0.1635005077323771,0.05316283507757176,PCV20 vs PCV13
10,5,NCT04382326,0,-0.014431601959358662,0.22767868744908715,0.07437014148465065,PCV20 vs PCV13
10,5,NCT04530838,0,-0.04194800322251424,0.3941847424266651,0.1257989174160177,PCV20 vs PCV13
11,6A,NCT03512288,0.055575464753753856,-0.06499131472082696,0.2653983161433268,0.08071218667397473,PCV20 vs PCV13
11,6A,NCT04382326,0.15505346016509458,0,0.4197574343258769,0.09935695558525667,PCV20 vs PCV13
11,6A,NCT04530838,0.25059486724418845,0,0.6368470385782202,0.15397405742963974,PCV20 vs PCV13
12,7F,NCT03512288,0.020696276914814238,-0.005398987383886398,0.20694899303367373,0.06553563650525746,PCV20 vs PCV13
12,7F,NCT04382326,0.03399084693812293,0,0.27774863715742654,0.08531696624960425,PCV20 vs PCV13
12,7F,NCT04530838,0.02839268540597617,0,0.30924596932881376,0.09510142931067604,PCV20 vs PCV13
13,19A,NCT03512288,0,-7.295972882553343e-4,0.05781824442883627,0.01687629446337855,PCV20 vs PCV13
13,19A,NCT04382326,0,0,0.060706634270698334,0.016809581630341866,PCV20 vs PCV13
13,19A,NCT04530838,0.001688333742409176,-0.008793520984566882,0.24422538500091737,0.0744396172906376,PCV20 vs PCV13
